Damage_Type,Aligner_Name,Sequence Length,Subsampling_Rate,TP,FP,TN,FN,TP_MQ30,FP_MQ30,TN_MQ30,FN_MQ30
none,safari,55,0.9,4166,577,94187,926,2655,503,94187,926
dhigh,mem,50,0.1,604,49,10493,1,604,45,10493,1
dmid,safari,30,0.75,465,444,78772,5861,3,402,78772,5861
dhigh,shrimp,50,0.1,604,148,10394,1,604,148,10394,1
dhigh,aln_anc,50,0.25,1530,65,26220,6,1530,47,26220,6
dhigh,aln,50,0.25,1530,49,26236,6,1530,39,26236,6
dhigh,bb,50,0.25,1533,225,26060,3,1530,49,26060,3
dhigh,bowtie2,50,0.25,1529,40,26244,7,1529,24,26244,7
dmid,safari,35,0.75,1139,450,78765,4514,130,410,78765,4514
dhigh,mem,50,0.25,1533,118,26167,4,1533,109,26167,4
dhigh,safari,50,0.8,3927,482,83881,876,2078,410,83881,876
dhigh,shrimp,50,0.25,1532,364,25921,4,1532,364,25921,4
dhigh,aln_anc,50,0.2,1205,46,20905,6,1205,34,20905,6
dhigh,aln,50,0.2,1205,34,20917,6,1205,29,20917,6
dhigh,bb,50,0.2,1208,181,20770,3,1205,36,20770,3
dhigh,bowtie2,50,0.2,1205,31,20920,6,1205,20,20920,6
dhigh,safari,65,0.9,3918,556,94205,922,3019,490,94205,922
single,safari,35,0.75,1137,482,78742,4565,178,422,78742,4565
dhigh,mem,50,0.2,1208,96,20855,4,1208,88,20855,4
dhigh,shrimp,50,0.2,1207,290,20661,4,1207,290,20661,4
dhigh,aln_anc,50,0.35,2103,88,36699,8,2103,63,36699,8
dhigh,aln,50,0.35,2103,66,36721,8,2103,53,36721,8
dhigh,bb,50,0.35,2106,316,36471,5,2103,68,36471,5
dhigh,bowtie2,50,0.35,2103,61,36726,8,2103,30,36726,8
single,safari,40,0.75,1654,487,78737,3504,910,433,78737,3504
dhigh,mem,50,0.35,2107,162,36625,6,2107,152,36625,6
none,safari,35,0.75,1166,480,78746,4488,142,421,78746,4488
dhigh,shrimp,50,0.35,2105,503,36284,6,2105,503,36284,6
dhigh,aln_anc,50,0.3,1832,79,31337,8,1832,55,31337,8
dhigh,aln,50,0.3,1832,58,31358,8,1832,46,31358,8
dhigh,bb,50,0.3,1835,272,31144,5,1832,60,31144,5
dhigh,bowtie2,50,0.3,1832,41,31375,8,1832,29,31375,8
dhigh,mem,50,0.3,1836,140,31276,6,1836,131,31276,6
dhigh,shrimp,50,0.3,1834,430,30986,6,1834,430,30986,6
dhigh,aln_anc,50,0.45,2703,115,47424,9,2703,87,47424,9
dhigh,aln,50,0.45,2703,89,47450,9,2703,75,47450,9
dhigh,bb,50,0.45,2706,402,47137,6,2703,96,47137,6
dhigh,bowtie2,50,0.45,2702,74,47464,10,2702,41,47464,10
single,safari,65,0.8,3512,521,83841,797,2797,463,83841,797
dhigh,mem,50,0.45,2707,211,47328,7,2707,196,47328,7
dhigh,safari,60,0.8,3592,506,83856,844,2517,451,83856,844
dhigh,shrimp,50,0.45,2705,632,46907,7,2705,632,46907,7
dhigh,aln_anc,50,0.4,2402,100,41972,8,2402,74,41972,8
dhigh,aln,50,0.4,2402,76,41996,8,2402,63,41996,8
dhigh,bb,50,0.4,2405,354,41718,5,2402,81,41718,5
dhigh,bowtie2,50,0.4,2402,68,42004,8,2402,37,42004,8
dhigh,safari,40,0.8,1783,494,83868,3724,909,440,83868,3724
single,safari,65,0.85,3698,554,89024,842,2947,493,89024,842
dhigh,mem,50,0.4,2406,184,41888,6,2406,173,41888,6
none,safari,30,0.75,500,482,78746,5848,5,423,78746,5848
dhigh,shrimp,50,0.4,2404,568,41504,6,2404,568,41504,6
dhigh,aln_anc,50,0.55,3291,139,57995,11,3291,104,57995,11
dhigh,aln,50,0.55,3291,106,58028,11,3291,90,58028,11
dhigh,bb,50,0.55,3294,487,57647,8,3291,114,57647,8
dhigh,bowtie2,50,0.55,3291,90,58044,11,3291,52,58044,11
dmid,safari,65,0.8,3506,469,83884,835,2719,415,83884,835
dhigh,mem,50,0.55,3297,255,57879,9,3297,238,57879,9
dhigh,safari,35,0.75,1130,458,78765,4533,159,398,78765,4533
dhigh,shrimp,50,0.55,3293,776,57358,9,3293,776,57358,9
dhigh,aln_anc,50,0.5,2997,127,52792,10,2997,95,52792,10
dhigh,aln,50,0.5,2997,98,52821,10,2997,84,52821,10
dhigh,bb,50,0.5,3000,446,52473,7,2997,106,52473,7
dhigh,bowtie2,50,0.5,2997,80,52839,10,2997,46,52839,10
dhigh,mem,50,0.5,3002,232,52687,8,3002,216,52687,8
dmid,safari,50,0.8,3917,481,83872,886,2104,421,83872,886
dhigh,shrimp,50,0.5,2999,706,52213,8,2999,706,52213,8
dhigh,aln_anc,50,0.65,3865,159,68594,13,3865,121,68594,13
dhigh,aln,50,0.65,3865,123,68630,13,3865,105,68630,13
dhigh,bb,50,0.65,3868,577,68176,10,3865,130,68176,10
dhigh,bowtie2,50,0.65,3864,109,68643,14,3863,60,68643,14
single,safari,55,0.9,4183,588,94174,925,2656,520,94174,925
dhigh,mem,50,0.65,3871,300,68453,11,3871,279,68453,11
none,safari,35,0.8,1250,513,83852,4810,150,451,83852,4810
dhigh,shrimp,50,0.65,3867,921,67832,11,3867,921,67832,11
dhigh,aln_anc,50,0.6,3579,145,63250,12,3579,108,63250,12
dhigh,aln,50,0.6,3579,110,63285,12,3579,94,63285,12
dhigh,bb,50,0.6,3582,521,62874,9,3579,119,62874,9
dhigh,bowtie2,50,0.6,3579,95,63300,12,3578,54,63300,12
dhigh,safari,40,0.75,1666,458,78765,3479,854,409,78765,3479
dhigh,mem,50,0.6,3585,269,63126,10,3585,251,63126,10
dhigh,safari,30,0.75,461,475,78748,5898,3,409,78748,5898
dhigh,shrimp,50,0.6,3581,837,62558,10,3581,837,62558,10
dhigh,aln_anc,50,0.75,4476,181,79043,17,4476,140,79043,17
dhigh,aln,50,0.75,4476,144,79080,17,4476,123,79080,17
dhigh,bb,50,0.75,4480,665,78559,13,4476,150,78559,13
dhigh,bowtie2,50,0.75,4475,120,79103,18,4474,72,79103,18
dmid,safari,55,0.8,3700,465,83888,881,2347,423,83888,881
single,safari,65,0.9,3895,585,94176,894,3097,518,94176,894
dhigh,mem,50,0.75,4483,338,78886,15,4483,313,78886,15
single,safari,30,0.75,453,482,78741,5914,4,418,78741,5914
none,safari,50,0.9,4413,589,94176,926,2391,516,94176,926
dhigh,shrimp,50,0.75,4479,1054,78170,14,4479,1054,78170,14
dhigh,aln_anc,50,0.7,4173,172,73871,16,4173,131,73871,16
dhigh,aln,50,0.7,4173,135,73908,16,4173,115,73908,16
dhigh,bb,50,0.7,4177,629,73414,12,4173,141,73414,12
dhigh,bowtie2,50,0.7,4173,108,73935,16,4172,65,73935,16
dhigh,mem,50,0.7,4180,326,73717,14,4180,302,73717,14
dmid,safari,35,0.8,1214,480,83872,4845,139,436,83872,4845
dmid,safari,30,0.8,500,471,83882,6254,3,428,83882,6254
dhigh,shrimp,50,0.7,4176,993,73050,13,4176,993,73050,13
dhigh,aln_anc,50,0.85,5050,209,89370,18,5050,160,89370,18
dhigh,aln,50,0.85,5050,169,89410,18,5050,142,89410,18
dhigh,bb,50,0.85,5055,756,88823,13,5050,172,88823,13
dhigh,bowtie2,50,0.85,5049,144,89434,19,5048,84,89434,19
dmid,safari,50,0.9,4362,535,94214,977,2343,470,94214,977
dhigh,mem,50,0.85,5058,393,89186,15,5058,364,89186,15
dmid,safari,65,0.85,3697,500,89067,884,2867,441,89067,884
dhigh,shrimp,50,0.85,5054,1192,88387,14,5054,1192,88387,14
dhigh,aln_anc,50,0.8,4786,194,84169,17,4786,148,84169,17
dhigh,aln,50,0.8,4786,156,84207,17,4786,131,84207,17
dhigh,bb,50,0.8,4790,709,83654,13,4786,159,83654,13
dhigh,bowtie2,50,0.8,4786,125,84238,17,4785,77,84238,17
dhigh,mem,50,0.8,4793,368,83995,15,4793,339,83995,15
dhigh,safari,60,0.95,4246,582,99400,984,2964,517,99400,984
dhigh,safari,65,0.8,3528,508,83854,822,2733,451,83854,822
dhigh,shrimp,50,0.8,4789,1123,83240,14,4789,1123,83240,14
dhigh,aln_anc,50,0.95,5615,228,99755,20,5615,174,99755,20
dhigh,aln,50,0.95,5615,184,99799,20,5615,154,99799,20
dhigh,bb,50,0.95,5620,841,99142,15,5615,186,99142,15
dhigh,bowtie2,50,0.95,5615,164,99819,20,5614,88,99819,20
dmid,safari,40,0.85,1869,507,89059,3968,1027,449,89059,3968
dhigh,mem,50,0.95,5623,434,99549,17,5623,403,99549,17
single,safari,40,0.85,1862,558,89021,3979,1011,500,89021,3979
dhigh,shrimp,50,0.95,5619,1325,98658,16,5619,1325,98658,16
dhigh,aln_anc,50,0.9,5327,217,94545,18,5327,167,94545,18
dhigh,aln,50,0.9,5327,176,94586,18,5327,148,94586,18
dhigh,bb,50,0.9,5332,794,93968,13,5327,178,93968,13
dhigh,bowtie2,50,0.9,5325,165,94596,20,5324,88,94596,20
single,safari,40,0.8,1766,525,83838,3753,969,469,83838,3753
dhigh,mem,50,0.9,5335,411,94351,15,5335,381,94351,15
none,safari,60,0.85,3819,559,89021,840,2757,483,89021,840
dhigh,shrimp,50,0.9,5331,1257,93505,14,5331,1257,93505,14
dhigh,aln_anc,55,0.15,878,29,15707,1,878,22,15707,1
dhigh,aln,55,0.15,878,21,15715,1,878,19,15715,1
dhigh,bb,55,0.15,878,132,15604,1,878,23,15604,1
dhigh,bowtie2,55,0.15,878,24,15711,1,878,12,15711,1
dhigh,safari,35,0.8,1203,490,83872,4865,165,427,83872,4865
dhigh,mem,55,0.15,878,64,15672,1,878,62,15672,1
dhigh,shrimp,55,0.15,878,209,15527,1,878,209,15527,1
dhigh,aln_anc,55,0.1,575,16,10526,1,575,10,10526,1
dhigh,aln,55,0.1,575,9,10533,1,575,7,10533,1
dhigh,bb,55,0.1,575,92,10450,1,575,11,10450,1
dhigh,bowtie2,55,0.1,575,12,10530,1,575,4,10530,1
none,safari,65,0.95,4126,611,99374,945,3227,536,99374,945
none,safari,60,0.9,4025,585,94178,889,2913,507,94178,889
dhigh,mem,55,0.1,575,40,10502,1,575,39,10502,1
dhigh,shrimp,55,0.1,575,142,10400,1,575,142,10400,1
dhigh,aln_anc,55,0.25,1467,64,26220,2,1467,43,26220,2
dhigh,aln,55,0.25,1467,45,26239,2,1467,35,26239,2
dhigh,bb,55,0.25,1467,233,26051,2,1467,44,26051,2
dhigh,bowtie2,55,0.25,1467,41,26242,2,1467,22,26242,2
dmid,safari,40,0.8,1766,478,83874,3749,972,423,83874,3749
single,safari,35,0.8,1219,510,83853,4890,184,447,83853,4890
dhigh,mem,55,0.25,1467,119,26165,2,1467,115,26165,2
dhigh,shrimp,55,0.25,1467,357,25927,2,1467,357,25927,2
dhigh,aln_anc,55,0.2,1174,47,20903,1,1174,35,20903,1
dhigh,aln,55,0.2,1174,35,20915,1,1174,29,20915,1
dhigh,bb,55,0.2,1174,180,20770,1,1174,35,20770,1
dhigh,bowtie2,55,0.2,1174,34,20915,1,1174,19,20915,1
dhigh,mem,55,0.2,1174,92,20858,1,1174,89,20858,1
single,safari,55,0.85,3981,559,89020,863,2526,494,89020,863
single,safari,60,0.9,3987,586,94175,930,2879,529,94175,930
dhigh,shrimp,55,0.2,1174,285,20665,1,1174,285,20665,1
dhigh,aln_anc,55,0.35,2000,88,36698,7,2000,61,36698,7
dhigh,aln,55,0.35,2000,66,36720,7,2000,50,36720,7
dhigh,bb,55,0.35,2002,328,36458,5,2000,63,36458,5
dhigh,bowtie2,55,0.35,2000,59,36726,7,2000,31,36726,7
dhigh,mem,55,0.35,2003,166,36620,5,2003,160,36620,5
dhigh,safari,55,0.85,3934,546,89032,911,2479,471,89032,911
none,safari,65,0.9,3918,584,94179,887,3077,512,94179,887
dhigh,shrimp,55,0.35,2002,500,36286,5,2002,500,36286,5
dhigh,aln_anc,55,0.3,1740,74,31341,4,1740,49,31341,4
dhigh,aln,55,0.3,1740,54,31361,4,1740,41,31361,4
dhigh,bb,55,0.3,1741,274,31141,3,1740,51,31141,3
dhigh,bowtie2,55,0.3,1740,47,31367,4,1740,25,31367,4
single,safari,30,0.8,490,518,83844,6310,4,450,83844,6310
dhigh,mem,55,0.3,1741,139,31276,3,1741,134,31276,3
dhigh,safari,65,0.85,3719,532,89046,871,2875,470,89046,871
none,safari,30,0.8,536,514,83853,6240,5,451,83853,6240
dhigh,shrimp,55,0.3,1741,422,30993,3,1741,422,30993,3
dhigh,aln_anc,55,0.45,2573,119,47419,12,2573,85,47419,12
dhigh,aln,55,0.45,2573,92,47446,12,2573,72,47446,12
dhigh,bb,55,0.45,2577,412,47126,8,2573,92,47126,8
dhigh,bowtie2,55,0.45,2573,80,47457,12,2572,47,47457,12
dhigh,mem,55,0.45,2578,212,47326,9,2578,204,47326,9
dmid,safari,65,0.95,4116,576,99393,982,3184,508,99393,982
dhigh,shrimp,55,0.45,2576,646,46892,9,2576,646,46892,9
dhigh,aln_anc,55,0.4,2283,105,41966,10,2283,73,41966,10
dhigh,aln,55,0.4,2283,80,41991,10,2283,61,41991,10
dhigh,bb,55,0.4,2287,365,41706,6,2283,77,41706,6
dhigh,bowtie2,55,0.4,2283,66,42005,10,2283,37,42005,10
dhigh,mem,55,0.4,2288,189,41882,7,2288,182,41882,7
none,safari,40,0.85,1908,536,89045,3919,1011,469,89045,3919
dhigh,shrimp,55,0.4,2286,570,41501,7,2286,570,41501,7
dhigh,aln_anc,55,0.55,3146,142,57991,13,3146,103,57991,13
dhigh,aln,55,0.55,3146,112,58021,13,3146,89,58021,13
dhigh,bb,55,0.55,3150,493,57640,9,3146,111,57640,9
dhigh,bowtie2,55,0.55,3146,104,58029,13,3145,59,58029,13
dhigh,safari,55,0.95,4377,586,99396,1017,2770,505,99396,1017
dhigh,mem,55,0.55,3152,250,57883,10,3152,239,57883,10
single,safari,50,0.85,4182,555,89023,894,2251,487,89023,894
dhigh,shrimp,55,0.55,3149,784,57349,10,3149,784,57349,10
dhigh,aln_anc,55,0.5,2855,128,52790,12,2855,93,52790,12
dhigh,aln,55,0.5,2855,100,52818,12,2855,80,52818,12
dhigh,bb,55,0.5,2859,455,52463,8,2855,101,52463,8
dhigh,bowtie2,55,0.5,2855,93,52824,12,2854,51,52824,12
none,safari,55,0.95,4405,609,99377,972,2806,530,99377,972
dhigh,mem,55,0.5,2860,228,52690,9,2860,219,52690,9
dmid,safari,50,0.95,4595,574,99395,1035,2464,507,99395,1035
dhigh,safari,30,0.8,489,512,83850,6301,3,439,83850,6301
dhigh,shrimp,55,0.5,2858,721,52197,9,2858,721,52197,9
dhigh,aln_anc,55,0.65,3700,164,68588,13,3700,119,68588,13
dhigh,aln,55,0.65,3700,128,68624,13,3700,100,68624,13
dhigh,bb,55,0.65,3704,585,68167,9,3700,127,68167,9
dhigh,bowtie2,55,0.65,3700,109,68642,13,3699,66,68642,13
single,safari,60,0.95,4228,615,99369,966,3051,554,99369,966
dhigh,mem,55,0.65,3706,307,68445,10,3706,287,68445,10
dhigh,shrimp,55,0.65,3703,926,67826,10,3703,926,67826,10
dhigh,aln_anc,55,0.6,3423,149,63245,13,3423,106,63245,13
dhigh,aln,55,0.6,3423,115,63279,13,3423,90,63279,13
dhigh,bb,55,0.6,3427,533,62861,9,3423,114,62861,9
dhigh,bowtie2,55,0.6,3423,100,63294,13,3422,57,63294,13
dmid,safari,60,0.9,4002,527,94222,943,2825,489,94222,943
dmid,safari,60,0.95,4229,568,99399,998,2974,524,99399,998
dhigh,mem,55,0.6,3429,273,63121,10,3429,258,63121,10
dhigh,safari,55,0.9,4141,567,94194,968,2617,489,94194,968
dhigh,shrimp,55,0.6,3426,845,62549,10,3426,845,62549,10
dhigh,aln_anc,55,0.75,4272,183,79040,17,4272,136,79040,17
dhigh,aln,55,0.75,4272,145,79078,17,4272,116,79078,17
dhigh,bb,55,0.75,4277,680,78543,12,4272,145,78543,12
dhigh,bowtie2,55,0.75,4272,116,79107,17,4269,69,79107,17
dmid,safari,50,0.85,4133,507,89060,932,2214,445,89060,932
dhigh,mem,55,0.75,4280,351,78872,14,4280,327,78872,14
none,safari,50,0.95,4658,612,99375,972,2524,535,99375,972
dhigh,shrimp,55,0.75,4276,1073,78150,13,4276,1073,78150,13
dhigh,aln_anc,55,0.7,3990,173,73869,16,3990,127,73869,16
dhigh,aln,55,0.7,3990,136,73906,16,3990,108,73906,16
dhigh,bb,55,0.7,3994,634,73408,12,3990,136,73408,12
dhigh,bowtie2,55,0.7,3990,108,73934,16,3987,66,73934,16
single,safari,55,0.95,4407,620,99365,986,2785,546,99365,986
dhigh,mem,55,0.7,3997,330,73712,13,3997,308,73712,13
single,safari,50,0.95,4658,614,99370,987,2511,540,99370,987
dhigh,safari,50,0.95,4607,582,99401,1028,2447,504,99401,1028
dhigh,shrimp,55,0.7,3993,1001,73041,13,3993,1001,73041,13
dhigh,aln_anc,55,0.85,4827,204,89374,18,4827,154,89374,18
dhigh,aln,55,0.85,4827,164,89414,18,4827,133,89414,18
dhigh,bb,55,0.85,4832,761,88817,13,4827,165,88817,13
dhigh,bowtie2,55,0.85,4827,132,89445,18,4824,77,89445,18
dmid,safari,35,0.85,1285,505,89061,5111,149,459,89061,5111
dhigh,mem,55,0.85,4835,393,89185,15,4835,366,89185,15
none,safari,60,0.95,4252,612,99373,939,3072,532,99373,939
dhigh,shrimp,55,0.85,4831,1199,88379,14,4831,1199,88379,14
dhigh,aln_anc,55,0.8,4569,194,84168,17,4569,147,84168,17
dhigh,aln,55,0.8,4569,156,84206,17,4569,126,84206,17
dhigh,bb,55,0.8,4574,726,83636,12,4569,156,83636,12
dhigh,bowtie2,55,0.8,4569,125,84237,17,4566,75,84237,17
dhigh,mem,55,0.8,4577,378,83984,14,4577,352,83984,14
single,safari,35,0.85,1281,537,89042,5168,193,472,89042,5168
dmid,safari,65,0.9,3895,530,94219,937,3018,465,94219,937
dhigh,shrimp,55,0.8,4573,1147,83215,13,4573,1147,83215,13
dhigh,aln_anc,55,0.95,5376,229,99753,18,5376,172,99753,18
dhigh,aln,55,0.95,5376,183,99799,18,5376,151,99799,18
dhigh,bb,55,0.95,5381,837,99145,13,5376,185,99145,13
dhigh,bowtie2,55,0.95,5376,166,99816,18,5373,89,99816,18
dhigh,safari,35,0.85,1277,521,89057,5128,173,453,89057,5128
dhigh,safari,50,0.9,4366,549,94213,979,2318,473,94213,979
dhigh,mem,55,0.95,5384,434,99548,15,5384,405,99548,15
dhigh,shrimp,55,0.95,5380,1320,98662,14,5380,1320,98662,14
dhigh,aln_anc,55,0.9,5091,217,94544,18,5091,164,94544,18
dhigh,aln,55,0.9,5091,174,94587,18,5091,143,94587,18
dhigh,bb,55,0.9,5096,805,93956,13,5091,176,93956,13
dhigh,bowtie2,55,0.9,5091,144,94617,18,5088,83,94617,18
none,safari,35,0.85,1323,544,89037,5074,161,475,89037,5074
dhigh,safari,50,0.85,4142,516,89063,926,2189,442,89063,926
dhigh,mem,55,0.9,5099,415,94346,15,5099,387,94346,15
dhigh,shrimp,55,0.9,5095,1260,93501,14,5095,1260,93501,14
dhigh,aln_anc,60,0.15,837,30,15706,4,837,23,15706,4
dhigh,aln,60,0.15,837,23,15713,4,837,19,15713,4
dhigh,bb,60,0.15,837,141,15595,4,837,24,15595,4
dhigh,bowtie2,60,0.15,837,25,15710,4,835,11,15710,4
dhigh,mem,60,0.15,838,70,15666,4,838,65,15666,4
dmid,safari,55,0.9,4129,523,94226,975,2620,474,94226,975
dhigh,shrimp,60,0.15,837,217,15519,4,837,217,15519,4
dhigh,aln_anc,60,0.1,544,19,10523,2,544,13,10523,2
dhigh,aln,60,0.1,544,13,10529,2,544,9,10529,2
dhigh,bb,60,0.1,544,99,10443,2,544,14,10443,2
dhigh,bowtie2,60,0.1,544,12,10530,2,543,4,10530,2
dhigh,mem,60,0.1,544,45,10497,2,544,41,10497,2
dmid,safari,55,0.95,4371,572,99397,1018,2774,520,99397,1018
none,safari,30,0.85,575,547,89035,6577,6,481,89035,6577
dhigh,shrimp,60,0.1,544,148,10394,2,544,148,10394,2
dhigh,aln_anc,60,0.25,1406,65,26219,6,1406,45,26219,6
dhigh,aln,60,0.25,1406,48,26236,6,1406,37,26236,6
dhigh,bb,60,0.25,1407,241,26043,5,1406,46,26043,5
dhigh,bowtie2,60,0.25,1406,45,26239,6,1404,21,26239,6
dhigh,mem,60,0.25,1409,128,26156,5,1409,122,26156,5
dmid,safari,40,0.95,2063,573,99395,4408,1133,513,99395,4408
dhigh,safari,40,0.85,1875,522,89056,3953,950,462,89056,3953
dhigh,shrimp,60,0.25,1407,364,25920,5,1407,364,25920,5
dhigh,aln_anc,60,0.2,1122,50,20900,5,1122,38,20900,5
dhigh,aln,60,0.2,1122,39,20911,5,1122,32,20911,5
dhigh,bb,60,0.2,1123,195,20755,4,1122,38,20755,4
dhigh,bowtie2,60,0.2,1122,32,20917,5,1119,21,20917,5
single,safari,30,0.85,525,551,89027,6649,4,481,89027,6649
dhigh,mem,60,0.2,1124,103,20847,4,1124,97,20847,4
single,safari,50,0.9,4421,585,94176,934,2384,515,94176,934
dhigh,shrimp,60,0.2,1123,299,20651,4,1123,299,20651,4
dhigh,aln_anc,60,0.35,1917,88,36698,8,1917,61,36698,8
dhigh,aln,60,0.35,1917,65,36721,8,1917,48,36721,8
dhigh,bb,60,0.35,1919,334,36452,6,1917,63,36452,6
dhigh,bowtie2,60,0.35,1917,59,36726,8,1913,30,36726,8
dmid,safari,40,0.9,1952,536,94212,4190,1073,478,94212,4190
dhigh,mem,60,0.35,1920,176,36610,7,1920,169,36610,7
single,safari,65,0.95,4109,614,99370,947,3254,541,99370,947
dhigh,shrimp,60,0.35,1919,513,36273,6,1919,513,36273,6
dhigh,aln_anc,60,0.3,1666,78,31337,7,1666,53,31337,7
dhigh,aln,60,0.3,1666,57,31358,7,1666,44,31358,7
dhigh,bb,60,0.3,1668,284,31131,5,1666,55,31131,5
dhigh,bowtie2,60,0.3,1666,61,31354,7,1662,29,31354,7
dhigh,safari,30,0.85,520,538,89040,6645,3,459,89040,6645
dhigh,mem,60,0.3,1670,153,31262,5,1670,146,31262,5
none,safari,40,0.95,2114,612,99374,4348,1118,536,99374,4348
dhigh,shrimp,60,0.3,1668,432,30983,5,1668,432,30983,5
dhigh,aln_anc,60,0.45,2477,118,47420,10,2477,83,47420,10
dhigh,aln,60,0.45,2477,90,47448,10,2477,70,47448,10
dhigh,bb,60,0.45,2480,417,47121,7,2477,92,47121,7
dhigh,bowtie2,60,0.45,2477,78,47459,10,2475,46,47459,10
dhigh,mem,60,0.45,2481,223,47315,9,2481,214,47315,9
dhigh,safari,40,0.9,1969,554,94207,4163,1003,487,94207,4163
dhigh,safari,40,0.95,2070,578,99406,4391,1053,507,99406,4391
dhigh,shrimp,60,0.45,2480,644,46894,7,2480,644,46894,7
dhigh,aln_anc,60,0.4,2187,101,41970,9,2187,70,41970,9
dhigh,aln,60,0.4,2187,76,41995,9,2187,57,41995,9
dhigh,bb,60,0.4,2189,368,41703,7,2187,75,41703,7
dhigh,bowtie2,60,0.4,2187,67,42003,9,2183,38,42003,9
dmid,safari,30,0.85,531,504,89063,6597,3,458,89063,6597
dhigh,mem,60,0.4,2190,197,41874,8,2190,190,41874,8
dhigh,safari,60,0.9,4015,559,94202,933,2810,497,94202,933
single,safari,40,0.95,2074,621,99364,4406,1126,552,99364,4406
dhigh,shrimp,60,0.4,2189,575,41496,7,2189,575,41496,7
dhigh,aln_anc,60,0.55,3036,143,57990,11,3036,102,57990,11
dhigh,aln,60,0.55,3036,110,58023,11,3036,88,58023,11
dhigh,bb,60,0.55,3039,500,57633,8,3036,112,57633,8
dhigh,bowtie2,60,0.55,3036,102,58031,11,3034,56,58031,11
single,safari,30,0.9,550,581,94180,7008,4,507,94180,7008
dhigh,mem,60,0.55,3041,262,57871,10,3041,248,57871,10
dmid,safari,35,0.95,1430,574,99394,5666,167,519,99394,5666
dhigh,shrimp,60,0.55,3039,775,57358,8,3039,775,57358,8
dhigh,aln_anc,60,0.5,2753,129,52789,10,2753,92,52789,10
dhigh,aln,60,0.5,2753,99,52819,10,2753,79,52819,10
dhigh,bb,60,0.5,2756,463,52455,7,2753,102,52455,7
dhigh,bowtie2,60,0.5,2753,93,52824,10,2749,49,52824,10
dhigh,mem,60,0.5,2757,242,52676,9,2757,231,52676,9
dhigh,safari,35,0.95,1427,582,99402,5684,196,508,99402,5684
dhigh,shrimp,60,0.5,2756,715,52203,7,2756,715,52203,7
dhigh,aln_anc,60,0.65,3577,163,68589,12,3577,118,68589,12
dhigh,aln,60,0.65,3577,125,68627,12,3577,99,68627,12
dhigh,bb,60,0.65,3581,587,68165,8,3577,126,68165,8
dhigh,bowtie2,60,0.65,3577,108,68643,12,3575,63,68643,12
none,safari,35,0.9,1407,573,94191,5321,170,501,94191,5321
dhigh,mem,60,0.65,3583,316,68436,11,3583,294,68436,11
dhigh,safari,35,0.9,1347,554,94207,5390,183,482,94207,5390
none,safari,35,0.95,1485,618,99368,5615,175,541,99368,5615
dhigh,shrimp,60,0.65,3580,920,67832,9,3580,920,67832,9
dhigh,aln_anc,60,0.6,3306,150,63244,12,3306,106,63244,12
dhigh,aln,60,0.6,3306,113,63281,12,3306,90,63281,12
dhigh,bb,60,0.6,3310,540,62854,8,3306,115,62854,8
dhigh,bowtie2,60,0.6,3306,101,63293,12,3304,57,63293,12
dhigh,safari,65,0.95,4128,578,99404,978,3169,508,99404,978
single,safari,40,0.9,1965,587,94175,4182,1065,526,94175,4182
dhigh,mem,60,0.6,3312,285,63109,11,3312,267,63109,11
dhigh,shrimp,60,0.6,3309,840,62554,9,3309,840,62554,9
dhigh,aln_anc,60,0.75,4127,180,79043,15,4127,133,79043,15
dhigh,aln,60,0.75,4127,141,79082,15,4127,113,79082,15
dhigh,bb,60,0.75,4132,675,78548,10,4128,141,78548,10
dhigh,bowtie2,60,0.75,4128,126,79096,14,4124,68,79096,14
single,safari,30,0.95,584,613,99371,7384,4,534,99371,7384
dhigh,mem,60,0.75,4134,354,78869,13,4134,327,78869,13
dhigh,shrimp,60,0.75,4131,1056,78167,11,4131,1056,78167,11
dhigh,aln_anc,60,0.7,3858,172,73870,15,3858,125,73870,15
dhigh,aln,60,0.7,3858,133,73909,15,3858,106,73909,15
dhigh,bb,60,0.7,3863,633,73409,10,3859,133,73409,10
dhigh,bowtie2,60,0.7,3859,117,73924,14,3853,66,73924,14
none,safari,40,0.9,2001,569,94195,4132,1057,498,94195,4132
single,safari,35,0.9,1342,571,94191,5439,206,502,94191,5439
dhigh,mem,60,0.7,3865,337,73705,13,3865,312,73705,13
none,safari,30,0.9,606,581,94184,6926,6,509,94184,6926
dhigh,shrimp,60,0.7,3862,989,73053,11,3862,989,73053,11
dhigh,aln_anc,60,0.85,4673,206,89372,17,4673,154,89372,17
dhigh,aln,60,0.85,4673,165,89413,17,4673,133,89413,17
dhigh,bb,60,0.85,4679,757,88821,11,4674,165,88821,11
dhigh,bowtie2,60,0.85,4674,143,89435,16,4667,77,89435,16
dhigh,safari,30,0.9,551,562,94199,6998,3,478,94199,6998
dhigh,mem,60,0.85,4681,395,89183,14,4681,367,89183,14
single,safari,35,0.95,1403,609,99376,5752,216,535,99376,5752
dhigh,shrimp,60,0.85,4678,1187,88391,12,4678,1187,88391,12
dhigh,aln_anc,60,0.8,4421,194,84168,15,4421,145,84168,15
dhigh,aln,60,0.8,4421,155,84207,15,4421,124,84207,15
dhigh,bb,60,0.8,4426,717,83645,10,4422,154,83645,10
dhigh,bowtie2,60,0.8,4422,122,84240,14,4417,72,84240,14
dmid,safari,35,0.9,1360,536,94212,5366,161,488,94212,5366
